Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Weather Condition,Recommended Crop
2015-11-18,Delhi,21.1,42,0.0,11.4,Drizzle,Pumpkin
2018-08-26,Ahmedabad,13.9,32,0.0,49.2,Stormy,Mustard
2021-07-08,Bangalore,33.3,52,0.0,8.4,Drizzle,Pumpkin
2015-07-02,Hyderabad,13.9,49,205.7,21.6,Sunny,Watermelon
2015-06-14,Lucknow,12.3,35,143.6,3.7,Drizzle,Cucumber
2016-12-13,Chandigarh,37.1,77,155.5,1.1,Cloudy,Rice
2020-06-14,Hyderabad,25.3,79,111.4,5.5,Sunny,Rice
2018-08-21,Chandigarh,26.3,37,0.0,48.5,Sunny,Watermelon
2024-07-06,Ahmedabad,13.2,97,0.0,18.9,Drizzle,Gram
2020-01-03,Lucknow,35.1,59,0.0,10.6,Cloudy,Cucumber
2024-11-01,Nagpur,29.6,25,0.0,43.1,Stormy,Muskmelon
2021-10-31,Nagpur,12.7,44,0.0,39.5,Sunny,Mustard
2015-08-29,Coimbatore,18.0,81,0.0,40.6,Hazy,Gram
2023-06-09,Ahmedabad,41.3,76,0.0,42.8,Rainy,Muskmelon
2022-10-29,Coimbatore,43.6,47,0.0,9.2,Rainy,Cucumber
2021-11-26,Chennai,32.6,71,0.0,41.7,Drizzle,Cucumber
2018-02-02,Coimbatore,25.2,70,0.0,45.2,Sunny,Pumpkin
2022-05-16,Nagpur,40.0,20,0.0,17.4,Rainy,Pumpkin
2024-09-24,Chandigarh,25.3,87,0.0,18.2,Rainy,Bitter Gourd
2019-07-02,Kolkata,12.2,64,0.0,33.8,Hazy,Peas
2017-05-25,Pune,34.7,86,0.0,0.7,Rainy,Bitter Gourd
2023-10-12,Nagpur,16.4,53,0.0,47.3,Hazy,Barley
2015-05-27,Pune,31.6,21,67.8,43.7,Drizzle,Bitter Gourd
2019-12-12,Jaipur,30.3,73,0.0,8.1,Drizzle,Muskmelon
2020-07-22,Kochi,18.7,81,217.5,47.1,Drizzle,Bitter Gourd
2019-07-26,Mumbai,23.3,69,0.0,41.2,Foggy,Pumpkin
2024-06-26,Kolkata,42.5,58,0.0,19.8,Hazy,Muskmelon
2020-06-17,Chandigarh,17.8,77,0.0,35.7,Rainy,Mustard
2015-06-24,Coimbatore,19.4,78,135.8,37.4,Cloudy,Muskmelon
2021-08-24,Mumbai,28.9,73,284.4,20.9,Stormy,Maize
2016-11-07,Kolkata,22.3,53,273.3,38.0,Stormy,Cucumber
2015-07-13,Indore,33.7,55,0.0,2.4,Drizzle,Watermelon
2017-01-14,Pune,26.9,37,0.0,9.8,Rainy,Watermelon
2015-06-14,Pune,26.9,50,38.0,34.7,Rainy,Muskmelon
2017-12-27,Jaipur,33.8,85,0.0,2.7,Rainy,Watermelon
2024-10-17,Lucknow,28.3,25,0.0,17.8,Foggy,Bitter Gourd
2023-11-16,Kochi,40.1,40,0.0,24.4,Sunny,Cucumber
2019-01-19,Visakhapatnam,13.1,26,0.0,4.7,Stormy,Lentils
2018-04-10,Visakhapatnam,19.8,88,192.3,23.8,Foggy,Pumpkin
2015-11-13,Ahmedabad,32.5,45,0.0,18.9,Hazy,Watermelon
2017-02-21,Coimbatore,39.8,62,0.0,19.0,Drizzle,Watermelon
2017-10-25,Nagpur,16.6,35,0.0,17.1,Stormy,Wheat
2016-03-18,Indore,15.7,91,0.0,4.1,Drizzle,Gram
2021-04-01,Coimbatore,22.4,89,0.0,2.9,Sunny,Pumpkin
2016-01-01,Lucknow,36.0,50,0.0,25.7,Cloudy,Pumpkin
2016-12-29,Visakhapatnam,37.1,88,239.9,27.2,Hazy,Pigeon Pea
2019-09-03,Patna,38.5,58,0.0,7.3,Cloudy,Bitter Gourd
2021-09-13,Bangalore,27.1,21,0.0,30.7,Sunny,Pumpkin
2015-07-10,Bangalore,22.6,33,0.0,10.0,Rainy,Watermelon
2018-03-02,Bangalore,13.3,53,0.0,41.4,Rainy,Peas
2016-10-04,Kolkata,25.4,23,0.0,43.8,Foggy,Cucumber
2017-12-05,Lucknow,29.6,43,0.0,49.7,Foggy,Bitter Gourd
2015-07-10,Delhi,42.5,38,0.0,14.5,Cloudy,Watermelon
2016-02-19,Delhi,28.8,64,292.1,9.6,Stormy,Millets
2015-12-19,Mumbai,31.7,74,0.0,28.8,Stormy,Cucumber
2015-10-29,Bangalore,40.5,30,49.3,17.7,Cloudy,Muskmelon
2021-10-03,Chennai,21.8,57,0.0,46.0,Sunny,Bitter Gourd
2022-10-06,Chandigarh,30.7,27,0.0,34.9,Cloudy,Watermelon
2022-04-25,Kolkata,34.7,60,0.0,7.9,Sunny,Muskmelon
2020-03-25,Jaipur,18.9,98,166.6,18.4,Cloudy,Muskmelon
2019-02-03,Coimbatore,42.8,28,0.0,29.5,Cloudy,Cucumber
2019-11-27,Nagpur,21.5,64,0.0,19.4,Hazy,Muskmelon
2019-02-03,Indore,33.6,32,36.7,8.4,Drizzle,Muskmelon
2021-11-17,Hyderabad,43.7,25,0.0,37.3,Stormy,Cucumber
2015-02-14,Patna,43.6,87,0.0,10.4,Rainy,Cucumber
2021-05-08,Ahmedabad,21.7,95,0.0,41.0,Sunny,Muskmelon
2022-11-20,Patna,12.3,39,0.0,8.0,Hazy,Peas
2016-10-24,Bangalore,42.4,85,207.4,29.5,Foggy,Soybean
2017-06-17,Kochi,20.3,20,248.8,46.8,Stormy,Muskmelon
2016-09-27,Pune,24.7,89,0.0,0.8,Hazy,Cucumber
2016-07-08,Chennai,44.0,84,0.0,45.1,Stormy,Cucumber
2023-06-29,Delhi,41.7,92,0.0,44.0,Foggy,Watermelon
2024-01-14,Kochi,31.5,40,220.2,18.0,Rainy,Millets
2017-03-17,Ahmedabad,10.4,88,0.0,32.1,Drizzle,Wheat
2022-09-14,Nagpur,31.4,68,79.5,37.2,Drizzle,Pumpkin
2020-01-24,Kolkata,43.1,23,85.5,21.6,Stormy,Watermelon
2017-04-17,Coimbatore,25.7,65,0.0,17.1,Cloudy,Pumpkin
2016-11-06,Bhopal,41.9,49,50.6,38.1,Foggy,Bitter Gourd
2017-10-13,Patna,23.7,41,0.0,3.8,Foggy,Watermelon
2015-10-02,Patna,19.0,65,0.0,23.0,Sunny,Lentils
2024-05-05,Chennai,42.7,50,204.4,30.8,Foggy,Rice
2023-06-12,Patna,37.4,60,0.0,18.3,Cloudy,Cucumber
2023-01-20,Coimbatore,31.6,61,0.0,17.7,Foggy,Watermelon
2024-05-18,Indore,17.4,77,224.2,22.2,Foggy,Pumpkin
2020-12-21,Hyderabad,15.8,88,0.0,15.5,Stormy,Barley
2022-02-02,Bhopal,12.8,90,0.0,24.6,Drizzle,Barley
2019-07-25,Kolkata,11.5,31,32.2,36.6,Rainy,Mustard
2019-02-23,Delhi,39.1,46,246.1,24.6,Foggy,Groundnut
2017-11-05,Lucknow,19.8,40,0.0,12.3,Hazy,Gram
2017-05-16,Jaipur,26.6,80,0.0,8.0,Stormy,Bitter Gourd
2018-08-25,Delhi,41.7,96,0.0,24.7,Drizzle,Cucumber
2018-01-06,Bangalore,37.1,46,0.0,28.5,Rainy,Watermelon
2018-04-15,Coimbatore,20.0,74,295.5,17.8,Rainy,Muskmelon
2023-09-07,Patna,22.0,31,0.0,6.1,Drizzle,Watermelon
2017-03-24,Bangalore,13.6,70,0.0,46.7,Drizzle,Peas
2023-04-13,Indore,37.2,70,0.0,37.0,Stormy,Watermelon
2019-04-06,Ahmedabad,44.7,22,233.7,14.7,Rainy,Rice
2017-06-28,Kolkata,30.8,64,0.0,30.8,Drizzle,Muskmelon
2023-11-18,Indore,17.3,32,0.0,12.3,Stormy,Barley
2021-04-30,Mumbai,22.1,50,0.0,48.7,Stormy,Cucumber
2024-08-22,Patna,31.9,49,255.1,3.2,Foggy,Pigeon Pea
2017-10-29,Hyderabad,34.9,61,0.0,13.9,Cloudy,Muskmelon
2017-03-06,Jaipur,35.9,39,0.0,9.9,Drizzle,Muskmelon
2021-04-18,Chennai,37.8,20,0.0,0.9,Rainy,Muskmelon
2024-04-27,Nagpur,26.7,26,134.3,46.9,Drizzle,Soybean
2021-03-03,Hyderabad,27.4,25,0.0,39.7,Hazy,Watermelon
2023-01-03,Chennai,22.1,41,0.0,41.7,Rainy,Muskmelon
2018-07-04,Nagpur,41.7,98,0.0,2.3,Sunny,Bitter Gourd
2016-07-02,Delhi,44.3,67,0.0,17.0,Stormy,Bitter Gourd
2015-06-13,Delhi,26.7,56,37.7,29.4,Hazy,Muskmelon
2017-04-10,Ahmedabad,30.8,68,0.0,33.6,Foggy,Watermelon
2018-09-19,Jaipur,23.1,66,0.0,35.6,Rainy,Cucumber
2021-06-12,Hyderabad,44.2,42,0.0,21.4,Foggy,Muskmelon
2017-01-22,Chandigarh,20.5,96,0.0,40.1,Sunny,Muskmelon
2019-05-23,Bangalore,34.1,48,0.0,29.9,Cloudy,Pumpkin
2022-08-22,Mumbai,17.5,88,0.0,47.0,Cloudy,Barley
2016-03-24,Nagpur,11.8,65,0.0,40.8,Drizzle,Barley
2022-08-18,Coimbatore,18.1,49,0.0,10.3,Sunny,Lentils
2017-06-23,Delhi,16.3,24,0.0,44.9,Drizzle,Peas
2019-02-22,Pune,38.1,57,0.0,36.6,Sunny,Cucumber
2020-07-08,Chandigarh,33.9,44,0.0,14.8,Hazy,Pumpkin
2021-08-16,Nagpur,10.8,78,0.0,16.2,Stormy,Lentils
2021-08-22,Bangalore,39.2,95,0.0,33.2,Drizzle,Muskmelon
2019-12-11,Indore,16.9,94,0.0,46.9,Stormy,Gram
2024-03-16,Kolkata,21.5,99,0.0,4.9,Drizzle,Watermelon
2016-08-09,Visakhapatnam,11.7,89,0.0,34.2,Hazy,Lentils
2017-12-20,Pune,35.4,73,0.0,40.0,Stormy,Watermelon
2018-07-21,Chennai,19.2,43,152.0,6.9,Cloudy,Cucumber
2023-05-23,Jaipur,31.4,61,0.0,17.5,Hazy,Bitter Gourd
2024-10-21,Indore,16.6,97,0.0,9.3,Foggy,Barley
2024-02-19,Jaipur,34.1,38,280.9,11.5,Foggy,Pigeon Pea
2022-12-19,Ahmedabad,30.7,53,18.1,11.2,Stormy,Muskmelon
2017-02-06,Bhopal,41.9,83,56.3,13.9,Cloudy,Pumpkin
2018-12-16,Pune,10.4,39,188.2,27.4,Hazy,Muskmelon
2020-04-24,Lucknow,32.7,70,0.0,9.6,Drizzle,Cucumber
2024-04-27,Ahmedabad,36.1,100,0.0,11.0,Stormy,Muskmelon
2019-02-09,Delhi,34.4,34,0.0,38.5,Stormy,Bitter Gourd
2017-02-14,Chandigarh,15.3,57,0.0,42.0,Drizzle,Wheat
2018-10-01,Chandigarh,17.8,81,141.1,39.4,Rainy,Watermelon
2016-08-26,Bangalore,38.9,42,19.7,15.8,Drizzle,Cucumber
2021-01-05,Visakhapatnam,30.1,96,0.0,30.9,Rainy,Pumpkin
2017-05-24,Delhi,21.8,32,0.0,26.2,Rainy,Pumpkin
2023-07-02,Jaipur,30.5,70,0.0,23.8,Foggy,Bitter Gourd
2017-08-07,Bhopal,42.7,26,177.0,32.4,Sunny,Cotton
2015-10-05,Lucknow,30.3,67,0.0,26.2,Hazy,Muskmelon
2023-07-20,Ahmedabad,27.7,41,0.0,6.1,Rainy,Pumpkin
2015-11-17,Delhi,26.2,76,0.0,3.5,Hazy,Bitter Gourd
2022-08-26,Pune,19.5,97,0.0,47.4,Stormy,Peas
2016-05-26,Visakhapatnam,21.4,40,0.0,18.7,Drizzle,Muskmelon
2017-11-12,Chandigarh,22.0,31,0.0,43.2,Stormy,Watermelon
2017-09-17,Coimbatore,41.5,57,268.5,28.8,Drizzle,Cotton
2020-11-14,Chennai,34.1,69,83.2,21.5,Hazy,Muskmelon
2018-07-24,Delhi,33.7,42,164.6,22.2,Stormy,Rice
2022-05-15,Pune,36.0,43,236.1,12.3,Hazy,Cotton
2021-05-06,Bangalore,37.4,48,0.0,33.6,Hazy,Watermelon
2024-05-21,Jaipur,26.6,21,0.0,50.0,Rainy,Pumpkin
2020-10-27,Visakhapatnam,35.1,53,0.0,42.2,Hazy,Cucumber
2021-10-31,Lucknow,24.1,99,0.0,43.5,Cloudy,Bitter Gourd
2016-12-27,Nagpur,19.3,84,0.0,25.9,Rainy,Wheat
2022-02-22,Lucknow,18.9,83,0.0,32.7,Hazy,Gram
2022-01-18,Mumbai,17.7,48,217.8,32.2,Rainy,Muskmelon
2022-10-03,Ahmedabad,30.8,88,190.8,24.3,Sunny,Soybean
2022-03-19,Delhi,18.2,39,298.0,20.3,Drizzle,Cucumber
2018-06-16,Patna,26.8,32,94.0,5.4,Rainy,Bitter Gourd
2021-11-20,Chandigarh,34.6,20,65.9,19.2,Stormy,Watermelon
2018-08-20,Kolkata,44.4,51,0.0,7.5,Sunny,Cucumber
2021-12-11,Lucknow,42.5,50,0.0,43.2,Drizzle,Pumpkin
2019-12-02,Chennai,17.7,54,161.9,21.6,Drizzle,Muskmelon
2024-04-07,Chennai,19.5,54,0.0,49.6,Rainy,Gram
2019-05-23,Hyderabad,15.4,23,70.0,18.1,Foggy,Cucumber
2024-11-21,Mumbai,29.0,27,0.0,46.1,Sunny,Watermelon
2022-11-05,Kochi,41.7,29,0.0,4.8,Hazy,Pumpkin
2018-12-05,Indore,14.7,32,0.0,20.2,Cloudy,Peas
2017-09-29,Lucknow,32.1,99,0.0,17.5,Rainy,Muskmelon
2019-10-03,Lucknow,41.0,89,251.9,25.2,Rainy,Jute
2023-05-20,Patna,23.8,94,0.0,0.2,Stormy,Cucumber
2018-05-03,Mumbai,21.2,100,0.0,29.9,Hazy,Cucumber
2023-01-21,Delhi,21.0,76,0.0,37.3,Sunny,Muskmelon
2016-12-22,Mumbai,41.9,72,0.0,15.7,Rainy,Muskmelon
2016-03-14,Pune,20.6,96,294.0,39.6,Drizzle,Bitter Gourd
2017-04-26,Patna,33.5,82,0.0,40.1,Drizzle,Bitter Gourd
2022-08-26,Bangalore,40.7,48,0.0,15.6,Hazy,Cucumber
2018-10-22,Visakhapatnam,12.2,41,0.0,19.6,Hazy,Wheat
2020-10-02,Patna,27.4,75,0.0,31.6,Rainy,Cucumber
2015-04-04,Chandigarh,31.5,47,0.0,37.1,Drizzle,Pumpkin
2021-01-30,Kochi,18.0,75,61.5,30.7,Cloudy,Watermelon
2020-04-10,Nagpur,37.0,58,0.0,27.3,Sunny,Cucumber
2021-05-31,Indore,10.8,58,0.0,27.3,Hazy,Lentils
2016-12-09,Kochi,13.2,55,0.0,47.3,Drizzle,Lentils
2020-07-22,Pune,43.1,95,122.9,46.0,Drizzle,Maize
2022-11-22,Ahmedabad,36.7,30,0.0,41.3,Cloudy,Bitter Gourd
2019-01-19,Ahmedabad,29.9,20,0.0,33.0,Cloudy,Cucumber
2023-07-18,Mumbai,15.1,21,0.0,44.5,Sunny,Peas
2022-08-03,Bhopal,44.8,23,0.0,20.9,Foggy,Bitter Gourd
2024-07-23,Indore,21.4,100,228.5,23.9,Foggy,Watermelon
2023-01-24,Delhi,38.0,29,0.0,3.4,Foggy,Cucumber
2023-01-02,Delhi,13.3,93,0.0,3.5,Rainy,Lentils
2019-05-25,Delhi,20.1,72,0.0,14.5,Sunny,Cucumber
2020-05-02,Nagpur,14.7,79,0.0,47.9,Foggy,Mustard
2018-07-23,Visakhapatnam,25.4,79,0.0,27.4,Stormy,Muskmelon
2024-02-20,Indore,44.6,43,0.0,30.1,Foggy,Pumpkin
2019-08-07,Pune,15.6,73,0.0,25.0,Hazy,Wheat
2021-10-11,Pune,31.7,45,67.3,10.1,Foggy,Bitter Gourd
2022-06-30,Lucknow,35.8,62,0.0,22.0,Foggy,Cucumber
2024-06-05,Chennai,15.3,86,44.3,39.3,Sunny,Wheat
2016-01-28,Pune,42.5,41,179.0,15.2,Sunny,Cotton
2020-11-15,Indore,44.4,51,0.0,0.0,Stormy,Muskmelon
2017-03-05,Chandigarh,34.4,74,146.9,29.7,Hazy,Groundnut
2017-03-10,Chandigarh,27.8,50,137.2,16.0,Drizzle,Maize
2020-01-16,Coimbatore,22.4,88,0.0,25.2,Rainy,Bitter Gourd
2017-08-19,Jaipur,25.4,85,0.0,44.5,Hazy,Watermelon
2019-10-30,Bangalore,30.9,100,0.0,10.8,Sunny,Watermelon
2015-11-19,Chennai,39.0,97,0.0,39.9,Hazy,Muskmelon
2021-01-18,Ahmedabad,13.4,74,193.0,33.3,Sunny,Watermelon
2019-02-17,Indore,31.4,71,0.0,6.1,Stormy,Cucumber
2023-11-08,Visakhapatnam,26.9,92,0.0,25.8,Foggy,Pumpkin
2015-04-05,Coimbatore,40.4,75,0.0,17.2,Rainy,Watermelon
2020-02-19,Patna,13.6,40,0.0,12.0,Stormy,Gram
2024-03-23,Pune,11.8,32,145.1,48.4,Stormy,Pumpkin
2017-01-05,Bhopal,20.5,81,0.0,5.8,Sunny,Pumpkin
2022-04-26,Bangalore,10.9,98,0.0,44.7,Stormy,Peas
2020-05-03,Lucknow,12.8,97,29.1,36.4,Cloudy,Gram
2017-01-18,Chandigarh,30.0,92,107.9,1.8,Cloudy,Millets
2016-11-21,Coimbatore,34.4,71,0.0,30.6,Rainy,Bitter Gourd
2023-01-23,Jaipur,13.5,23,294.4,24.4,Cloudy,Watermelon
2024-08-13,Kochi,11.8,44,0.0,47.9,Cloudy,Barley
2020-04-15,Chandigarh,19.8,55,0.0,29.2,Cloudy,Barley
2024-12-06,Hyderabad,37.0,73,0.0,34.6,Foggy,Muskmelon
2022-05-31,Lucknow,34.5,60,236.2,5.7,Hazy,Cotton
2023-04-11,Visakhapatnam,14.1,37,249.2,10.2,Foggy,Watermelon
2015-11-04,Chandigarh,38.0,74,0.0,28.1,Cloudy,Muskmelon
2024-09-14,Chandigarh,12.2,70,183.8,27.3,Rainy,Cucumber
2019-01-02,Pune,44.9,41,0.0,35.6,Cloudy,Muskmelon
2018-11-02,Patna,27.3,100,141.8,34.9,Stormy,Groundnut
2024-04-02,Lucknow,27.3,30,0.0,21.2,Stormy,Watermelon
2024-11-30,Chennai,20.3,79,0.0,31.5,Hazy,Cucumber
2015-01-14,Jaipur,23.7,38,0.0,49.4,Drizzle,Watermelon
2023-10-16,Hyderabad,31.6,85,0.0,6.3,Rainy,Muskmelon
2019-10-21,Chandigarh,42.3,45,226.4,9.1,Foggy,Cotton
2016-01-08,Chennai,17.9,57,0.0,41.2,Sunny,Peas
2018-01-11,Bhopal,31.3,24,0.0,9.7,Foggy,Bitter Gourd
2016-10-04,Chandigarh,14.2,82,0.0,24.5,Cloudy,Gram
2018-12-19,Ahmedabad,30.1,72,0.0,44.1,Drizzle,Bitter Gourd
2017-07-12,Bhopal,42.0,51,0.0,28.1,Rainy,Bitter Gourd
2017-12-23,Nagpur,37.3,32,0.0,5.8,Rainy,Watermelon
2023-04-14,Hyderabad,12.5,58,26.3,32.8,Foggy,Lentils
2023-02-15,Chennai,37.1,75,174.4,46.8,Hazy,Jute
2015-09-24,Pune,30.2,89,0.0,16.3,Foggy,Muskmelon
2022-12-14,Mumbai,13.0,42,0.0,31.4,Foggy,Gram
2019-10-10,Kochi,28.7,35,11.1,38.8,Hazy,Pumpkin
2023-01-26,Hyderabad,23.8,32,0.0,33.1,Foggy,Pumpkin
2020-11-23,Bangalore,12.2,49,0.0,45.0,Hazy,Wheat
2024-11-16,Patna,21.3,39,0.0,9.4,Rainy,Pumpkin
2020-10-24,Lucknow,43.0,46,275.2,10.8,Cloudy,Pigeon Pea
2019-06-15,Chandigarh,39.7,86,0.0,30.0,Cloudy,Muskmelon
2022-12-20,Bangalore,35.8,81,0.0,11.0,Hazy,Pumpkin
2022-11-02,Patna,43.6,97,0.0,36.1,Rainy,Pumpkin
2020-03-23,Mumbai,21.0,22,0.0,13.1,Cloudy,Cucumber
2021-06-01,Chandigarh,21.3,96,243.8,18.3,Sunny,Watermelon
2015-04-02,Patna,43.5,68,0.0,1.0,Stormy,Cucumber
2022-04-16,Delhi,13.9,95,0.0,19.0,Cloudy,Peas
2016-04-01,Nagpur,16.7,25,0.0,49.8,Foggy,Gram
2021-05-02,Chandigarh,13.9,23,0.0,27.3,Stormy,Peas
2015-04-01,Pune,42.5,48,0.0,32.0,Rainy,Muskmelon
2017-06-23,Nagpur,34.2,72,0.0,49.3,Hazy,Pumpkin
2021-11-12,Kolkata,21.6,100,0.0,44.1,Sunny,Pumpkin
2017-08-08,Kochi,28.7,62,233.0,43.7,Rainy,Millets
2016-07-02,Bangalore,22.4,40,0.0,38.3,Hazy,Watermelon
2024-11-16,Indore,23.3,28,0.0,4.9,Foggy,Bitter Gourd
2021-05-22,Hyderabad,22.6,97,0.0,28.5,Cloudy,Bitter Gourd
2019-11-06,Coimbatore,10.0,78,0.0,13.0,Rainy,Mustard
2020-07-27,Patna,12.1,30,0.0,30.2,Cloudy,Mustard
2016-08-05,Chandigarh,27.2,58,121.1,32.3,Rainy,Pigeon Pea
2024-11-02,Coimbatore,17.9,86,166.2,11.4,Stormy,Bitter Gourd
2021-03-26,Visakhapatnam,43.2,94,260.0,36.7,Foggy,Millets
2017-03-25,Mumbai,38.1,73,5.4,14.4,Drizzle,Muskmelon
2024-01-22,Patna,41.9,58,0.0,38.5,Hazy,Watermelon
2018-10-30,Bangalore,43.4,37,0.0,21.2,Cloudy,Watermelon
2016-03-24,Nagpur,17.0,35,0.0,1.3,Sunny,Mustard
2021-11-14,Chandigarh,18.3,78,26.5,10.0,Hazy,Wheat
2024-02-02,Chennai,27.4,38,292.6,28.6,Drizzle,Millets
2019-08-27,Coimbatore,37.8,74,114.0,13.8,Cloudy,Pigeon Pea
2019-06-14,Lucknow,24.7,20,0.0,49.1,Rainy,Cucumber
2020-08-15,Mumbai,18.7,87,266.2,13.9,Stormy,Watermelon
2021-11-12,Pune,33.8,67,0.0,32.2,Cloudy,Cucumber
2019-11-01,Hyderabad,11.4,24,0.0,35.1,Foggy,Peas
2023-01-18,Pune,22.9,64,0.0,18.3,Stormy,Bitter Gourd
2023-10-29,Patna,35.6,67,0.0,16.3,Stormy,Muskmelon
2015-10-17,Jaipur,35.0,69,0.0,16.2,Drizzle,Pumpkin
2018-09-15,Bangalore,17.9,27,19.4,18.0,Cloudy,Gram
2024-06-04,Kolkata,29.7,72,290.8,15.8,Drizzle,Soybean
2024-07-31,Patna,41.0,92,0.0,39.6,Hazy,Pumpkin
2024-11-23,Mumbai,32.0,80,0.0,45.3,Hazy,Pumpkin
2022-12-07,Bhopal,30.9,48,0.0,1.2,Drizzle,Bitter Gourd
2024-02-20,Chandigarh,43.9,24,114.7,23.0,Hazy,Rice
2020-09-28,Bangalore,19.0,38,0.0,28.1,Drizzle,Wheat
2019-07-30,Bhopal,17.2,47,0.0,28.6,Stormy,Mustard
2017-10-04,Jaipur,14.3,46,0.0,28.4,Hazy,Peas
2021-06-13,Lucknow,30.8,70,0.0,13.8,Sunny,Cucumber
2017-03-02,Lucknow,34.4,82,0.0,15.8,Foggy,Cucumber
2017-06-14,Chennai,37.3,47,0.0,36.0,Foggy,Watermelon
2023-12-28,Pune,24.0,40,0.0,47.6,Sunny,Bitter Gourd
2017-09-11,Kochi,35.3,95,23.6,44.5,Drizzle,Muskmelon
2018-12-03,Chandigarh,12.3,71,238.7,45.4,Sunny,Watermelon
2024-03-26,Ahmedabad,29.2,25,0.0,38.5,Hazy,Cucumber
2022-06-13,Kolkata,32.5,36,0.0,0.8,Stormy,Pumpkin
2020-12-20,Pune,20.7,100,0.0,24.3,Cloudy,Pumpkin
2024-04-12,Indore,16.5,79,155.8,10.7,Cloudy,Cucumber
2017-11-25,Jaipur,31.7,44,47.9,32.8,Foggy,Watermelon
2018-01-03,Jaipur,23.5,32,0.0,10.3,Cloudy,Bitter Gourd
2023-02-10,Nagpur,21.1,49,213.3,41.2,Drizzle,Muskmelon
2021-05-02,Visakhapatnam,15.6,57,0.0,37.0,Sunny,Peas
2016-08-31,Nagpur,36.9,53,0.0,32.6,Sunny,Muskmelon
2022-10-25,Pune,13.4,47,61.1,12.5,Cloudy,Watermelon
2022-04-12,Jaipur,18.8,89,0.0,33.2,Drizzle,Gram
2024-11-01,Kolkata,29.5,64,0.0,6.1,Sunny,Watermelon
2021-08-17,Visakhapatnam,16.6,43,0.0,47.8,Hazy,Mustard
2022-01-28,Visakhapatnam,23.9,95,0.0,13.7,Hazy,Cucumber
2022-01-21,Bangalore,24.9,89,0.0,20.8,Sunny,Pumpkin
2018-07-19,Indore,43.4,52,0.0,46.3,Stormy,Watermelon
2018-07-14,Kolkata,28.2,39,104.1,43.1,Sunny,Cotton
2022-11-02,Coimbatore,38.3,89,122.7,30.7,Stormy,Groundnut
2020-12-03,Chandigarh,25.3,53,0.0,45.7,Sunny,Watermelon
2020-01-05,Chennai,20.7,75,0.0,14.3,Cloudy,Watermelon
2017-06-15,Indore,22.5,61,198.7,44.4,Hazy,Watermelon
2016-05-26,Hyderabad,12.8,84,145.8,15.5,Cloudy,Pumpkin
2020-09-02,Visakhapatnam,43.9,86,84.6,48.5,Hazy,Watermelon
2017-07-16,Bangalore,10.2,75,12.9,16.8,Hazy,Lentils
2015-08-31,Lucknow,38.2,31,0.0,27.6,Stormy,Pumpkin
2024-02-25,Visakhapatnam,22.4,59,56.3,0.3,Foggy,Muskmelon
2021-07-23,Ahmedabad,17.9,20,0.0,49.2,Sunny,Barley
2024-02-13,Ahmedabad,40.0,31,0.0,49.9,Foggy,Bitter Gourd
2024-02-20,Bhopal,22.7,60,295.3,24.3,Cloudy,Watermelon
2018-09-08,Hyderabad,30.4,52,0.0,22.5,Hazy,Muskmelon
2019-09-29,Hyderabad,11.7,53,0.0,18.7,Hazy,Wheat
2022-07-12,Bhopal,22.1,64,0.0,22.6,Foggy,Muskmelon
2019-09-01,Kochi,13.1,55,0.0,47.7,Cloudy,Wheat
2020-06-18,Chennai,13.4,54,0.0,30.5,Rainy,Mustard
2016-12-03,Mumbai,41.8,46,0.0,42.9,Drizzle,Cucumber
2021-10-23,Bhopal,32.0,51,0.0,17.9,Rainy,Pumpkin
2024-02-28,Coimbatore,13.8,96,0.0,42.6,Sunny,Peas
2018-01-29,Patna,15.0,44,272.5,1.7,Rainy,Cucumber
2016-08-31,Jaipur,11.3,57,0.0,25.8,Cloudy,Mustard
2020-10-05,Pune,18.6,46,299.0,17.9,Foggy,Cucumber
2017-03-26,Bangalore,37.5,59,0.0,19.9,Foggy,Cucumber
2023-12-08,Lucknow,27.8,23,0.0,46.0,Rainy,Pumpkin
2016-12-26,Indore,33.4,74,0.0,17.5,Sunny,Pumpkin
2016-01-23,Delhi,20.0,26,192.4,21.1,Stormy,Cucumber
2017-06-26,Coimbatore,19.6,66,227.1,0.4,Sunny,Pumpkin
2023-09-01,Bangalore,29.9,78,0.0,6.5,Cloudy,Muskmelon
2019-07-13,Kolkata,32.1,84,0.0,13.6,Drizzle,Pumpkin
2015-03-28,Nagpur,33.0,67,244.4,43.0,Stormy,Millets
2017-05-31,Pune,43.9,59,0.0,26.6,Cloudy,Muskmelon
2024-02-11,Indore,23.7,60,239.7,47.5,Rainy,Bitter Gourd
2023-08-01,Delhi,30.9,21,0.0,49.9,Cloudy,Pumpkin
2016-07-23,Bangalore,17.9,41,0.0,16.8,Foggy,Mustard
2019-04-17,Lucknow,43.4,59,0.0,23.7,Foggy,Watermelon
2024-09-01,Mumbai,25.5,27,102.9,22.9,Cloudy,Pigeon Pea
2016-11-17,Visakhapatnam,30.3,96,0.0,46.9,Foggy,Cucumber
2016-09-03,Nagpur,33.2,89,0.0,31.5,Foggy,Bitter Gourd
2015-10-20,Nagpur,15.5,53,41.5,13.9,Sunny,Barley
2019-03-06,Visakhapatnam,11.3,23,0.0,20.0,Foggy,Wheat
2019-11-07,Kolkata,42.6,79,0.0,22.7,Foggy,Cucumber
